date,pollster,sample_size,population,dem_pct,rep_pct,margin,observation_std,partisan,internal,source_url,provider,aggregation_level
2026-08-12,Silver Bulletin maintained average,,likely-voter-adjusted average,50.44,42.36,8.079999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-13,Silver Bulletin maintained average,,likely-voter-adjusted average,50.45,42.36,8.090000000000003,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-14,Silver Bulletin maintained average,,likely-voter-adjusted average,50.31,42.25,8.060000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-15,Silver Bulletin maintained average,,likely-voter-adjusted average,50.31,42.24,8.07,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-16,Silver Bulletin maintained average,,likely-voter-adjusted average,50.28,42.37,7.910000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-17,Silver Bulletin maintained average,,likely-voter-adjusted average,50.29,42.37,7.920000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-18,Silver Bulletin maintained average,,likely-voter-adjusted average,50.29,42.37,7.920000000000002,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-19,Silver Bulletin maintained average,,likely-voter-adjusted average,50.2,42.31,7.890000000000001,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-20,Silver Bulletin maintained average,,likely-voter-adjusted average,50.11,42.5,7.609999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-21,Silver Bulletin maintained average,,likely-voter-adjusted average,50.12,42.52,7.599999999999994,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-22,Silver Bulletin maintained average,,likely-voter-adjusted average,50.12,42.52,7.599999999999994,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-23,Silver Bulletin maintained average,,likely-voter-adjusted average,50.12,42.52,7.599999999999994,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-24,Silver Bulletin maintained average,,likely-voter-adjusted average,50.16,42.55,7.609999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-25,Silver Bulletin maintained average,,likely-voter-adjusted average,50.13,42.47,7.660000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-26,Silver Bulletin maintained average,,likely-voter-adjusted average,50.12,42.51,7.609999999999999,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-27,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.36,7.730000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-28,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.36,7.730000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-29,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.36,7.730000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-30,Silver Bulletin maintained average,,likely-voter-adjusted average,50.09,42.36,7.730000000000004,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-08-31,Silver Bulletin maintained average,,likely-voter-adjusted average,50.26,42.53,7.729999999999997,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-09-01,Silver Bulletin maintained average,,likely-voter-adjusted average,50.44,42.63,7.809999999999995,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-09-02,Silver Bulletin maintained average,,likely-voter-adjusted average,50.44,42.63,7.809999999999995,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-09-03,Silver Bulletin maintained average,,likely-voter-adjusted average,50.36,42.92,7.439999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
2026-09-04,Silver Bulletin maintained average,,likely-voter-adjusted average,50.21,42.77,7.439999999999998,1.5,,False,https://www.natesilver.net/p/nate-silver-2026-midterm-election-polls-model,Silver Bulletin,maintained_average
